question_bank_id,unique_id,question_bank_name,field_name,question_type,category_id,common_use,data_source,target_group,user_id,created_on,status
47,4534636366,Have you ever heard of INJECTABLES?,q_317_4,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
48,4534636366,Have you ever heard of PILL?,q_317_5,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
49,4534636366,Have you ever heard of CONDOM OR NIRODH?,q_317_6,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
50,4534636366,Have you ever heard of FEMALE CONDOM?,q_317_7,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
51,4534636366,Have you ever heard of EMERGENCY CONTRACEPTION?,q_317_8,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
52,4534636366,Have you ever heard of DIAPHRAGM?,q_317_9,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
53,4534636366,Have you ever heard of FOAM/JELLY?,q_317_10,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
54,4534636366,Have you ever heard of STANDARD DAYS METHOD?,q_317_11,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
55,4534636366,Have you ever heard o fLACTATIONAL AMENORRHOEA METHOD (LAM)?,q_317_12,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
56,4534636366,Have you ever heard of RHYTHM METHOD?,q_317_13,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
57,4534636366,Have you ever heard of WITHDRAWAL?,q_317_14,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
58,4534636366,Have you ever heard of any other ways or methods?,q_317_15A,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
59,4534636366,Have you ever heard of any other ways or methods?,q_317_16B,text,1,0,Admin,,3,0000-00-00 00:00:00,0
60,4534636366,Have you ever used anything or tried in any way to delay or avoid getting pregnant?,q_319,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
61,4534636366,What have you used or done?,q_321,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
62,4534636366,Where did you get the emergency contraception?Anywhere else?,q_324,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
63,4534636366,Are you currently doing something or using any method to delay or avoid getting pregnant?,q_329,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
64,4534636366,Which method are you using?,q_330,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
65,4534636366,In what facility did the sterilization take place?,q_331,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
66,4534636366,"Before your sterilization operation, were you told by a healthcare provider that you would not be able to have any (more) children because of the operation?",q_333,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
67,4534636366,"How would you rate the care you received during and immediately after the operation: very good, all right, not so good, or bad?",q_334,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
68,4534636366,Did you receive any compensation for the sterilization?,q_336,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
69,4534636366,Do you regret that you had the sterilization?,q_338,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
70,4534636366,Did you receive compensation for use of the IUD/PPIUD?,q_340,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
71,4534636366,Was your IUD/PPIUD inserted within 48 hours following childbirth?,q_342,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
72,4534636366,"You started using (CURRENT METHOD) in (MONTH/YEAR). At that time, were you told about side effects or problems you might have with the method?",q_348,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
73,4534636366,Were you ever told by a health or family planning worker about side effects or problems you might have with the method?,q_349,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
74,4534636366,Were you told what to do if you experienced side effects or problems?,q_350,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
75,4534636366,"When you got sterilized, were you told about other methods of family planning that you could use?",q_351A,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
76,4534636366,"METHOD), were you told about other methods of family planning that you could use?",q_351B,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
77,4534636366,Were you ever told by a health or family planning worker about other methods of family planning that you could use?,q_352,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
78,4534636366,Where did you obtain (CURRENT METHOD) the last time?,q_354,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
79,4534636366,Were you ever told by a health worker about any methods of family planning that you can use to avoid pregnancy?,q_356,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
80,4534636366,Do you know of a place where you can obtain a method of family planning?,q_357,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
81,4534636366,Where is that?,q_358,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
82,4534636366,Now I would like to talk to you about any contacts you have had recently with an ANM or LHV. In the last three months have you met with an ANM or LHV?,q_359,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
83,4534636366,"In the last three months, have you met with an anganwadi worker, ASHA or other community health worker?",q_361,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
84,4534636366,Who did you meet?,q_362,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
85,4534636366,"During (this contact/all these contacts) with (PERSONS MENTIONED IN 359 AND 361) in the last three months, what were the different services provided and matters talked about?Anything else?",q_365,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
86,4534636366,Who did you meet during your (most recent) contact?,q_366,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
87,4534636366,"In the last three months, have you visited a health facility or camp for any reason for yourself (or for your children)?",q_368,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
88,4534636366,What type of health facility did you visit most recently for yourself (or for your children)?,q_369,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
89,4534636366,What service did you go for?,q_370,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
90,4534636366,"When you got pregnant with (NAME), did you want to get pregnant at that time?",q_405,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
91,4534636366,"Did you want to have a baby later on, or did you not want any children?",q_406A,text,1,0,Admin,,3,0000-00-00 00:00:00,0
92,4534636366,"Did you want to have a baby later on, or did you not want any more children?",q_406B,text,1,0,Admin,,3,0000-00-00 00:00:00,0
93,4534636366,Did you use a pregnancy testing kit to confirm this pregnancy?,q_409,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
94,4534636366,Was this pregnancy registered?,q_410,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
95,4534636366,With whom did you register?,q_412,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
96,4534636366,Did you receive a Mother and Child Protection Card after registration?,q_413,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
97,4534636366,Did you see anyone for antenatal care for this pregnancy?,q_414,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
98,4534636366,Whom did you see?,q_415,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
99,4534636366,Where did you receive antenatal care for this pregnancy?,q_416,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
100,4534636366,Were you weighed?,q_419A,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
101,4534636366,Was your blood pressure measured?,q_419B,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
102,4534636366,Did you give a urine sample?,q_419C,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
103,4534636366,Was a sample of your blood taken for testing?,q_419D,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
104,4534636366,Was your abdomen examined?,q_419E,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
105,4534636366,Told about the Vaginal bleeding?,q_420A,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
106,4534636366,Told about the Convulsions?,q_420B,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
107,4534636366,Told about the Prolonged labour?,q_420C,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
108,4534636366,Told about the Severe abdominal pain?,q_420D,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
109,4534636366,Told about the High blood pressure?,q_420E,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
110,4534636366,Were you told where to go if you had any pregnancy complications?,q_421,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
111,4534636366,Was (NAME's) father present during (any of) your antenatal visits?,q_422,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
112,4534636366,"During this pregnancy, were you given an injection in the arm to prevent the baby from getting tetanus, that is, convulsions after birth?",q_423,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
113,4534636366,"At any time before this pregnancy, did you receive any tetanus injections?",q_426,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
114,4534636366,"During this pregnancy, were you given or did you buy any iron folic acid tablets or syrup?",q_429,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
115,4534636366,"During this pregnancy, did you take any drug for intestinal worms?",q_431,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
116,4534636366,"During this pregnancy, did you use a mosquito net regularly, sometimes or never?",q_432,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
117,4534636366,"During this pregnancy, did you have difficulty with your vision during daylight?",q_433,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
118,4534636366,"During this pregnancy, did you have convulsions not from fever?",q_434,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
119,4534636366,"During this pregnancy, did you have swelling of the legs, body or face?",q_435,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
120,4534636366,Did you receive any supplementary nutrition from the anganwadi centre during this pregnancy?,q_436,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
121,4534636366,"During this pregnancy, were you always able to get the supplementary nutrition from the anganwadi centre?",q_437,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
122,4534636366,"During the last three months of this pregnancy, did you meet with an ANM, Lady Health Visitor, ASHA, anganwadi worker, or other community health worker?",q_438,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
123,4534636366,Where did you meet this/these person(s)?,q_439,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
124,4534636366,Did you receive advice on the importance of institutional delivery?,q_440A,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
125,4534636366,Did you receive advice on the Cord care?,q_440B,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
126,4534636366,Did you receive advice on the Breastfeeding?,q_440C,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
127,4534636366,Did you receive advice on the Keeping the baby warm?,q_440D,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
128,4534636366,Did you receive advice on the Family planning or delaying or avoiding another pregnancy?,q_440E,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
129,4534636366,"During delivery, did you experience a breech presentation?",q_441,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
130,4534636366,"During delivery, did you experience prolonged labour?",q_442,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
131,4534636366,"During delivery, did you experience excessive bleeding?",q_443,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
132,4534636366,"When (NAME) was born, was (he/she) very large, larger than average, average, smaller than average, or very small?",q_444,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
133,4534636366,Was (NAME) weighed at birth?,q_445,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
134,4534636366,Who assisted with the delivery of (NAME)?,q_447,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
135,4534636366,Where did you give birth to (NAME)?,q_448,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
136,4534636366,What was the main mode of transportation used by you to reach the health facility for delivery?,q_449,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
137,4534636366,Who arranged the transportation to take you to the health facility for delivery?,q_450,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
138,4534636366,How was the out of pocket cost met?,q_456,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
139,4534636366,Did you receive any financial assistance for delivery care?,q_457,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
140,4534636366,From where did you get assistance?,q_458,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
141,4534636366,"Was (NAME) delivered by caesarean section, that is, did they cut your belly open to take the baby out?",q_462,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
142,4534636366,When was the decision made for you to have a C-section? Was it before the onset of labour or after the onset of labour?,q_463,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
143,4534636366,"Immediately after the birth, was (NAME) put on your chest?",q_464,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
144,4534636366,Was (NAME)'s bare skin touching your bare skin?,q_465,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
145,4534636366,Did anyone check on your health while you were still in the facility?,q_467,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
146,4534636366,Who checked on your health at that time?,q_469,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
147,4534636366,Did anyone check on (NAME's) health while you were still in the facility?,q_470,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
148,4534636366,Who checked on (NAME's) health at that time?,q_472,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
149,4534636366,Now I would like to talk to you about what happened after you left the facility. Did any one check on your health after you left the facility?,q_473,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
150,4534636366,Who checked on your health at that time?,q_475,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
151,4534636366,Where did the check take place?,q_476,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
152,4534636366,Did any health care provider or a traditional birth attendent check on (NAME)'s health in the two months after you left the facility?,q_477,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
153,4534636366,Who checked on (NAME)'s health at that time?,q_479,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
154,4534636366,Where did this check of (NAME) take place?,q_480,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
155,4534636366,"In the two months after you were discharged, did any health personnel, anganwadi worker, ASHA, or traditional birth attendant [dai] check on your health?",q_481,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
156,4534636366,Why didn't you deliver in a health facility?,q_482,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
157,4534636366,Was a disposable delivery kit used?,q_483A,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
158,4534636366,Was the baby immediately wiped dry and then wrapped without being bathed?,q_483B,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
159,4534636366,Was a clean blade used to cut the cord?,q_483C,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
160,4534636366,"Did any health personnel, anganwadi worker, ASHA, or traditional birth attendant [dai] check on your health?",q_484,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
161,4534636366,Who checked on your health (the first time/at that time)?,q_487,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
162,4534636366,Where did this first check take place?,q_488,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
163,4534636366,"In the two months after (NAME) was born, did any health personnel, ASHA or traditional birth attendant check on his/her health?",q_489,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
164,4534636366,Who checked on (NAME)'s health at that time?,q_491,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
165,4534636366,Where did this first check of (NAME) take place?,q_492,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
166,4534636366," In the first two months after delivery, did you have Massive vaginal bleeding?",q_493A,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
167,4534636366," In the first two months after delivery, did you have Very high fever?",q_493B,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
168,4534636366,During the first two days after (NAME),q_494A,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
169,4534636366,During the first two days after (NAME),q_494B,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
170,4534636366,During the first two days after (NAME),q_494C,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
171,4534636366,During the first two days after (NAME),q_494D,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
172,4534636366,During the first two days after (NAME),q_494E,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
173,4534636366,Has your menstrual period returned since the birth of (NAME)?,q_495,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
174,4534636366,Did your period return between the birth of (NAME) and your next pregnancy?,q_496,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
175,4534636366,Have you had sexual relations since the birth of (NAME)?,q_499,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
176,4534636366,Did you ever breastfeed (NAME)?,q_499B,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
177,4534636366,"In the first three days after delivery, was (NAME) given anything to drink other than breast milk?",q_499D,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
178,4534636366,What was (NAME) given to drink?Anything else?,q_499E,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
179,4534636366,Are you still breastfeeding (NAME)?,q_499G,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
180,4534636366,Did (NAME) drink anything from a bottle with a nipple yesterday or last night?,q_499J,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
181,4534636366,"Did (NAME) eat any solid, semi-solid, or soft foods yesterday during the day or at night? IF ",q_499O,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
182,4534636366,"Within the last six months, was (NAME) given a vitamin A dose like (this/any of these)?",q_504,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
183,4534636366,"Within the last seven days, was (NAME) given iron pills or syrup or sprinkles with iron like (this/any of these)?",q_505,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
184,4534636366,Was (NAME) given any drug for intestinal worms in the last six months?,q_506,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
185,4534636366,Do you have a card or other document where (NAME)'s vaccinations are written down?,q_507,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
186,4534636366,Did you ever have a vaccination card for (NAME)?,q_508,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
187,4534636366,"Has (NAME) received any vaccinations that are not recorded on this card or other documents, including vaccinations received in a Pulse Polio campaign?",q_511,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
188,4534636366,"Did (NAME) ever receive any vaccinations to prevent (him/her) from getting diseases, including vaccinations received in a Pulse Polio campaign?",q_512,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
189,4534636366,"A BCG vaccination against tuberculosis, that is, an injection in the arm or shoulder that usually causes a scar?",q_513A,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
190,4534636366,"Polio vaccine, that is, drops in the mouth, including vaccine received in a Pulse Polio campaign?",q_513B,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
191,4534636366,Was the first polio vaccine received in the first two weeks after birth or later?,q_513C,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
192,4534636366,"A DPT vaccination, that is, an injection given in the thigh or buttocks, sometimes at the same time as polio drops?",q_513E,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
193,4534636366,"An flPV injection that is given in the upper arm to protect against polio, often at the same time as oral polio drops?",q_513G,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
194,4534636366,"A pentavalent vaccine/injection that is given in the thigh or buttocks, sometimes given at the same time as polio drops?",q_513I,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
195,4534636366,Was (NAME) given an injection at birth to prevent Hepatitis B?,q_513K,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
196,4534636366,Was the first Hepatitis B vaccine received in the first two weeks after birth or later?,q_513L,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
197,4534636366,"Has (NAME) received a rotavirus vaccine, that is, liquid in the mouth to prevent diarrhoea?",q_513N,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
198,4534636366,Did (NAME) ever receive a JE vaccination against Japanese encephalitis?,q_513P,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
199,4534636366,"Was (NAME) ever given a measles or MMR injection - that is, a shot in the arm at the age of 9 months or older - to prevent (him/her) from getting measles?",q_513R,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
200,4534636366,Was (NAME) ever given a DPT1 booster dose?,q_513T,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
201,4534636366,Where did (NAME) receive most of (his/her) vaccinations?,q_515,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
202,4534636366,Has (NAME) had diarrhoea in the last 2 weeks?,q_517,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
203,4534636366,Was there any blood in the stools?,q_517A,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
204,4534636366,"Was (NAME) given less than usual to drink, about the same amount, or more than usual to drink?",q_518,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
205,4534636366,"When (NAME) had diarrhoea, was (he/she) given less than usual to eat, about the same amount, more than usual, or nothing to eat?",q_519,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
206,4534636366,Did you seek advice or treatment for the diarrhoea from any source?,q_520,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
207,4534636366,Where did you seek advice or treatment?,q_521,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
208,4534636366,Was (he/she) given zinc at any time since (he/she) started having diarrhoea?,q_527,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
209,4534636366,Was anything (else) given to treat the diarrhoea?,q_528,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
210,4534636366,What (else) was given to treat the diarrhoea?,q_529,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
211,4534636366,Has (NAME) been ill with a fever at any time in the last 2 weeks?,q_530,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
212,4534636366,"At any time during the illness, did (NAME) have blood taken from (his/her) finger or heel for testing?",q_531,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
213,4534636366,Has (NAME) had an illness with a cough at any time in the last 2 weeks?,q_532,select_one,1,0,Admin,,3,0000-00-00 00:00:00,0
